,chl_a
0.0,1.2290975099588402
0.1,1.2293918442940348
0.2,1.2296848436730552
0.30000000000000004,1.2299765071079087
0.4,1.2302668336149492
0.5,1.2305558222148818
0.6000000000000001,1.2308434719327694
0.7000000000000001,1.2311297817980378
0.8,1.2314147508444804
0.9,1.2316983781102653
1.0,1.2319806626379388
1.1,1.2322616034744325
1.2000000000000002,1.2325411996710671
1.3,1.2328194502835592
1.4000000000000001,1.2330963543720255
1.5,1.2333719110009886
1.6,1.2336461192393824
1.7000000000000002,1.2339189781605564
1.8,1.2341904868422828
1.9000000000000001,1.2344606443667596
2.0,1.234729449820617
2.1,1.2349969022949223
2.2,1.235263000885185
2.3000000000000003,1.2355277446913617
2.4000000000000004,1.2357911328178617
2.5,1.2360531643735508
2.6,1.236313838471759
2.7,1.2365731542302814
2.8000000000000003,1.2368311107713874
2.9000000000000004,1.237087707221823
3.0,1.2373429427128162
3.1,1.2375968163800826
3.2,1.2378493273638298
3.3000000000000003,1.2381004748087623
3.4000000000000004,1.2383502578640861
3.5,1.2385986756835141
3.6,1.2388457274252702
3.7,1.2390914122520946
3.8000000000000003,1.239335729331248
3.9000000000000004,1.2395786778345168
4.0,1.239820256938218
4.1000000000000005,1.2400604658232026
4.2,1.2402993036748615
4.3,1.2405367696831298
4.4,1.240772863042491
4.5,1.241007582951982
4.6000000000000005,1.241240928615197
4.7,1.2414728992402932
4.800000000000001,1.241703494039994
4.9,1.2419327122315937
5.0,1.2421605530369628
5.1000000000000005,1.2423870156825516
5.2,1.2426120993993943
5.300000000000001,1.2428358034231146
5.4,1.2430581269939287
5.5,1.2432790693566504
5.6000000000000005,1.243498629760695
5.7,1.2437168074600835
5.800000000000001,1.2439336017134475
5.9,1.2441490117840328
6.0,1.244363036939703
6.1000000000000005,1.2445756764529448
6.2,1.244786929600872
6.300000000000001,1.2449967956652286
6.4,1.2452052739323942
6.5,1.2454123636933865
6.6000000000000005,1.2456180642438666
6.7,1.2458223748841426
6.800000000000001,1.2460252949191737
6.9,1.2462268236585736
7.0,1.2464269604166147
7.1000000000000005,1.2466257045122329
7.2,1.2468230552690294
7.300000000000001,1.2470190120152767
7.4,1.247213574083921
7.5,1.2474067408125868
7.6000000000000005,1.2475985115435801
7.7,1.2477888856238928
7.800000000000001,1.247977862405205
7.9,1.2481654412438905
8.0,1.2483516215010193
8.1,1.2485364025423615
8.200000000000001,1.248719783738391
8.3,1.2489017644642888
8.4,1.2490823440999472
8.5,1.2492615220299725
8.6,1.2494392976436888
8.700000000000001,1.2496156703351415
8.8,1.2497906395031013
8.9,1.2499642045510668
9.0,1.2501363648872674
9.1,1.250307119924669
9.200000000000001,1.2504764690809744
9.3,1.2506444117786284
9.4,1.2508109474448212
9.5,1.2509760755114905
9.600000000000001,1.2511397954153256
9.700000000000001,1.25130210659777
9.8,1.2514630085050256
9.9,1.2516225005880546
10.0,1.2517805823025836
10.100000000000001,1.251937253109106
10.200000000000001,1.2520925124728857
10.3,1.252246359863959
10.4,1.25239879475714
10.5,1.2525498166320201
10.600000000000001,1.2526994249729746
10.700000000000001,1.2528476192691627
10.8,1.2529943990145318
10.9,1.253139763707821
11.0,1.2532837128525622
11.100000000000001,1.2534262459570844
11.200000000000001,1.253567362534516
11.3,1.253707062102787
11.4,1.2538453441846331
11.5,1.2539822083075969
11.600000000000001,1.2541176540040317
11.700000000000001,1.2542516808111035
11.8,1.254384288270794
11.9,1.2545154759299035
12.0,1.2546452433400526
12.100000000000001,1.2547735900576849
12.200000000000001,1.254900515644071
12.3,1.255026019665309
12.4,1.2551501016923277
12.5,1.2552727613008898
12.600000000000001,1.2553939980715936
12.700000000000001,1.2555138115898752
12.8,1.255632201446011
12.9,1.255749167235121
13.0,1.2558647085571695
13.100000000000001,1.2559788250169681
13.200000000000001,1.256091516224179
13.3,1.2562027817933155
13.4,1.2563126213437448
13.5,1.2564210344996907
13.600000000000001,1.2565280208902352
13.700000000000001,1.2566335801493214
13.8,1.2567377119157537
13.9,1.2568404158332023
14.0,1.2569416915502034
14.100000000000001,1.2570415387201623
14.200000000000001,1.2571399570013546
14.3,1.2572369460569288
14.4,1.2573325055549076
14.5,1.25742663516819
14.600000000000001,1.257519334574554
14.700000000000001,1.2576106034566568
14.8,1.2577004415020383
14.9,1.2577888484031214
15.0,1.2578758238572152
15.100000000000001,1.2579613675665153
15.200000000000001,1.2580454792381066
15.3,1.2581281585839643
15.4,1.2582094053209565
15.5,1.258289219170844
15.600000000000001,1.2583675998602837
15.700000000000001,1.2584445471208294
15.8,1.2585200606889333
15.9,1.2585941403059477
16.0,1.2586667857181264
16.1,1.2587379966766261
16.2,1.2588077729375076
16.3,1.2588761142617377
16.400000000000002,1.2589430204151904
16.5,1.2590084911686477
16.6,1.259072526297802
16.7,1.2591351255832561
16.8,1.2591962888105257
16.900000000000002,1.2592560157700394
17.0,1.2593143062571408
17.1,1.2593711600720894
17.2,1.2594265770200619
17.3,1.2594805569111527
17.400000000000002,1.2595330995603755
17.5,1.2595842047876649
17.6,1.2596338724178757
17.7,1.259682102280786
17.8,1.2597288942110967
17.900000000000002,1.2597742480484329
18.0,1.259818163637345
18.1,1.259860640827309
18.2,1.2599016794727287
18.3,1.2599412794329345
18.400000000000002,1.2599794405721865
18.5,1.2600161627596729
18.6,1.2600514458695127
18.7,1.260085289780755
18.8,1.2601176943773815
18.900000000000002,1.2601486595483051
19.0,1.2601781851873715
19.1,1.2602062711933595
19.200000000000003,1.2602329174699831
19.3,1.2602581239258892
19.400000000000002,1.2602818904746609
19.5,1.2603042170348158
19.6,1.2603251035298086
19.700000000000003,1.2603445498880292
19.8,1.2603625560428053
19.900000000000002,1.2603791219324012
20.0,1.260394247500019
20.1,1.2604079326937985
20.200000000000003,1.2604201774668178
20.3,1.2604309817770931
20.400000000000002,1.2604403455875801
20.5,1.2604482688661727
20.6,1.2604547515857036
20.700000000000003,1.2604597937239457
20.8,1.2604633952636102
20.900000000000002,1.2604655561923486
21.0,1.2604662765027512
21.1,1.2604655561923486
21.200000000000003,1.2604633952636102
21.3,1.2604597937239457
21.400000000000002,1.2604547515857036
21.5,1.2604482688661727
21.6,1.2604403455875801
21.700000000000003,1.2604309817770931
21.8,1.2604201774668178
21.900000000000002,1.2604079326937985
22.0,1.260394247500019
22.1,1.2603791219324012
22.200000000000003,1.2603625560428053
22.3,1.2603445498880292
22.400000000000002,1.2603251035298086
22.5,1.2603042170348158
22.6,1.2602818904746609
22.700000000000003,1.2602581239258892
22.8,1.2602329174699831
22.900000000000002,1.2602062711933595
23.0,1.2601781851873715
23.1,1.2601486595483051
23.200000000000003,1.2601176943773815
23.3,1.260085289780755
23.400000000000002,1.2600514458695125
23.5,1.2600161627596729
23.6,1.2599794405721865
23.700000000000003,1.2599412794329345
23.8,1.2599016794727285
23.900000000000002,1.259860640827309
24.0,1.259818163637345
24.1,1.2597742480484329
24.200000000000003,1.2597288942110967
24.3,1.259682102280786
24.400000000000002,1.2596338724178757
24.5,1.2595842047876649
24.6,1.2595330995603755
24.700000000000003,1.2594805569111527
24.8,1.2594265770200617
24.900000000000002,1.2593711600720894
25.0,1.2593143062571408
25.1,1.2592560157700392
25.200000000000003,1.2591962888105257
25.3,1.2591351255832561
25.400000000000002,1.259072526297802
25.5,1.2590084911686477
25.6,1.2589430204151904
25.700000000000003,1.2588761142617377
25.8,1.2588077729375076
25.900000000000002,1.2587379966766261
26.0,1.2586667857181264
26.1,1.2585941403059477
26.200000000000003,1.2585200606889333
26.3,1.2584445471208292
26.400000000000002,1.2583675998602835
26.5,1.258289219170844
26.6,1.2582094053209563
26.700000000000003,1.2581281585839643
26.8,1.2580454792381066
26.900000000000002,1.2579613675665153
27.0,1.257875823857215
27.1,1.2577888484031212
27.200000000000003,1.257700441502038
27.3,1.2576106034566568
27.400000000000002,1.257519334574554
27.5,1.25742663516819
27.6,1.2573325055549074
27.700000000000003,1.2572369460569288
27.8,1.2571399570013546
27.900000000000002,1.2570415387201623
28.0,1.2569416915502034
28.1,1.256840415833202
28.200000000000003,1.2567377119157537
