,chl_a
0.0,0.6063522737573263
0.1,0.6239068613378814
0.2,0.6418714141735352
0.30000000000000004,0.6602518936422702
0.4,0.6790542267077379
0.5,0.6982843009815136
0.6000000000000001,0.7179479596755528
0.7000000000000001,0.7380509964467364
0.8,0.758599150135553
0.9,0.7795980994011532
1.0,0.8010534572552026
1.1,0.8229707654971342
1.2000000000000002,0.8453554890535933
1.3,0.8682130102250707
1.4000000000000001,0.8915486228428725
1.5,0.9153675263398235
1.6,0.9396748197382341
1.7000000000000002,0.9644754955588973
1.8,0.9897744336550608
1.9000000000000001,1.015576394975491
2.0,1.041886015260988
2.1,1.0687077986788465
2.2,1.0960461113999924
2.3000000000000003,1.1239051751236886
2.4000000000000004,1.152289060554906
2.5,1.1812016808396346
2.6,1.2106467849635971
2.7,1.240627951120009
2.8000000000000003,1.2711485800522055
2.9000000000000004,1.3022118883771385
3.0,1.3338209018959062
3.1,1.3659784488976614
3.2,1.3986871534633953
3.3000000000000003,1.4319494287762606
3.4000000000000004,1.4657674704452464
3.5,1.5001432498491831
3.6,1.5350785075081645
3.7,1.5705747464896513
3.8000000000000003,1.6066332258566256
3.9000000000000004,1.643254954165294
4.0,1.6804406830199734
4.1000000000000005,1.7181909006928666
4.2,1.7565058258165718
4.3,1.7953854011572616
4.4,1.834829287476506
4.5,1.874836857489879
4.6000000000000005,1.9154071899304588
4.7,1.956539063725462
4.800000000000001,1.9982309522942772
4.9,2.0404810179761794
5.0,2.0832871065960927
5.1000000000000005,2.1266467421767246
5.2,2.170557121805435
5.300000000000001,2.215015110664229
5.4,2.260017237231163
5.5,2.3055596886615346
5.6000000000000005,2.351638306357106
5.7,2.3982485817316053
5.800000000000001,2.445385652180679
5.9,2.493044297264392
6.0,2.5412189351102934
6.1000000000000005,2.5899036190449722
6.2,2.639092034461894
6.300000000000001,2.688777495933243
6.4,2.7389529445732728
6.5,2.789610945660624
6.6000000000000005,2.84074368652682
6.7,2.8923429747180274
6.800000000000001,2.9444002364369863
6.9,2.996906515271772
7.0,3.0498524712179087
7.1000000000000005,3.1032283800000715
7.2,3.157024132699406
7.300000000000001,3.2112292356922723
7.4,3.26583281090589
7.5,3.3208235963961883
7.6000000000000005,3.3761899472527923
7.7,3.4319198368358332
7.800000000000001,3.4880008583489763
7.9,3.5444202267526776
8.0,3.6011647810214544
8.1,3.6582209867485167
8.200000000000001,3.7155749391008417
8.3,3.773212366127352
8.4,3.831118632422557
8.5,3.889278743147585
8.6,3.9476773484101795
8.700000000000001,4.006298748004845
8.8,4.065126896513923
8.9,4.124145408769961
9.0,4.183337565679355
9.1,4.242686320406791
9.200000000000001,4.302174304919624
9.3,4.361783836890875
9.4,4.42149692695912
9.5,4.481295286343072
9.600000000000001,4.541160334808257
9.700000000000001,4.601073208982712
9.8,4.661014771018227
9.9,4.720965617593122
10.0,4.780906089252237
10.100000000000001,4.840816280079216
10.200000000000001,4.900676047695851
10.3,4.960465023582711
10.4,5.020162623714902
10.5,5.0797480595063105
10.600000000000001,5.139200349055297
10.700000000000001,5.198498328684329
10.8,5.2576206647656445
10.9,5.316545865824589
11.0,5.375252294911883
11.100000000000001,5.433718182235616
11.200000000000001,5.491921638043421
11.3,5.549840665744857
11.4,5.607453175263604
11.5,5.664736996608781
11.600000000000001,5.721669893654264
11.700000000000001,5.778229578114536
11.8,5.834393723705299
11.9,5.8901399804766665
12.0,5.9454459893065215
12.100000000000001,6.000289396541259
12.200000000000001,6.0546478687708465
12.3,6.1084991077248985
12.4,6.161820865276141
12.5,6.214590958537424
12.600000000000001,6.266787285038214
12.700000000000001,6.318387837966263
12.8,6.369370721459963
12.9,6.419714165936717
13.0,6.469396543442476
13.100000000000001,6.518396383007473
13.200000000000001,6.566692385993033
13.3,6.614263441414242
13.4,6.661088641223176
13.5,6.707147295537303
13.600000000000001,6.752418947797632
13.700000000000001,6.79688338984116
13.8,6.84052067687215
13.9,6.883311142316781
14.0,6.925235412545744
14.100000000000001,6.966274421449418
14.200000000000001,7.0064094248503235
14.3,7.045622014737652
14.4,7.083894133308756
14.5,7.12120808680267
14.600000000000001,7.157546559110832
14.700000000000001,7.1928926251503835
14.8,7.227229763985616
14.9,7.260541871683327
15.0,7.292813273888118
15.100000000000001,7.3240287381038796
15.200000000000001,7.354173485668022
15.3,7.3832332034052754
15.4,7.4111940549482
15.5,7.438042691711882
15.600000000000001,7.463766263510639
15.700000000000001,7.488352428804906
15.8,7.511789364566885
15.9,7.534065775753901
16.0,7.55517090437885
16.1,7.5750945381675505
16.2,7.59382701879323
16.3,7.611359249678871
16.400000000000002,7.6276827033585715
16.5,7.642789428389607
16.6,7.656672055807331
16.7,7.6693238051155825
16.8,7.680738489805793
16.900000000000002,7.69091052239849
17.0,7.6998349190014626
17.1,7.7075073033793595
17.2,7.713923910530101
17.3,7.719081589763973
17.400000000000002,7.722977807281917
17.5,7.725610648250033
17.6,7.726978818367936
17.7,7.727081644929156
17.8,7.725919077372373
17.900000000000002,7.723491687322853
18.0,7.719800668124029
18.1,7.714847833859782
